id,link,title,abstract,authors,published
http://arxiv.org/abs/2408.01337v1,http://arxiv.org/abs/2408.01337v1,"MuChoMusic: Evaluating Music Understanding in Multimodal Audio-Language
  Models","Multimodal models that jointly process audio and language hold great promise
in audio understanding and are increasingly being adopted in the music domain.
By allowing users to query via text and obtain information about a given audio
input, these models have the potential to enable a variety of music
understanding tasks via language-based interfaces. However, their evaluation
poses considerable challenges, and it remains unclear how to effectively assess
their ability to correctly interpret music-related inputs with current methods.
Motivated by this, we introduce MuChoMusic, a benchmark for evaluating music
understanding in multimodal language models focused on audio. MuChoMusic
comprises 1,187 multiple-choice questions, all validated by human annotators,
on 644 music tracks sourced from two publicly available music datasets, and
covering a wide variety of genres. Questions in the benchmark are crafted to
assess knowledge and reasoning abilities across several dimensions that cover
fundamental musical concepts and their relation to cultural and functional
contexts. Through the holistic analysis afforded by the benchmark, we evaluate
five open-source models and identify several pitfalls, including an
over-reliance on the language modality, pointing to a need for better
multimodal integration. Data and code are open-sourced.","[{'name': 'Benno Weck'}, {'name': 'Ilaria Manco'}, {'name': 'Emmanouil Benetos'}, {'name': 'Elio Quinton'}, {'name': 'George Fazekas'}, {'name': 'Dmitry Bogdanov'}]",2024-08-02T15:34:05Z
http://arxiv.org/abs/2408.01323v1,http://arxiv.org/abs/2408.01323v1,"FANNO: Augmenting High-Quality Instruction Data with Open-Sourced LLMs
  Only","Instruction fine-tuning stands as a crucial advancement in leveraging large
language models (LLMs) for enhanced task performance. However, the annotation
of instruction datasets has traditionally been expensive and laborious, often
relying on manual annotations or costly API calls of proprietary LLMs. To
address these challenges, we introduce FANNO, a fully autonomous, open-sourced
framework that revolutionizes the annotation process without the need for
pre-existing annotated data. Utilizing a Mistral-7b-instruct model, FANNO
efficiently produces diverse and high-quality datasets through a structured
process involving document pre-screening, instruction generation, and response
generation. Experiments on Open LLM Leaderboard and AlpacaEval benchmark show
that the FANNO can generate high-quality data with diversity and complexity for
free, comparable to human-annotated or cleaned datasets like
Alpaca-GPT4-Cleaned.","[{'name': 'He Zhu'}, {'name': 'Junyou Su'}, {'name': 'Tianle Lun'}, {'name': 'Yicheng Tao'}, {'name': 'Wenjia Zhang'}, {'name': 'Zipei Fan'}, {'name': 'Guanhua Chen'}]",2024-08-02T15:21:20Z
http://arxiv.org/abs/2408.01308v1,http://arxiv.org/abs/2408.01308v1,"Reconsidering Token Embeddings with the Definitions for Pre-trained
  Language Models","Learning token embeddings based on token co-occurrence statistics has proven
effective for both pre-training and fine-tuning in natural language processing.
However, recent studies have pointed out the distribution of learned embeddings
degenerates into anisotropy, and even pre-trained language models (PLMs) suffer
from a loss of semantics-related information in embeddings for low-frequency
tokens. This study first analyzes fine-tuning dynamics of a PLM, BART-large,
and demonstrates its robustness against degeneration. On the basis of this
finding, we propose DefinitionEMB, a method that utilizes definitions to
construct isotropically distributed and semantics-related token embeddings for
PLMs while maintaining original robustness during fine-tuning. Our experiments
demonstrate the effectiveness of leveraging definitions from Wiktionary to
construct such embeddings for RoBERTa-base and BART-large. Furthermore, the
constructed embeddings for low-frequency tokens improve the performance of
these models across various GLUE and four text summarization datasets.","[{'name': 'Ying Zhang'}, {'name': 'Dongyuan Li'}, {'name': 'Manabu Okumura'}]",2024-08-02T15:00:05Z
http://arxiv.org/abs/2408.01287v1,http://arxiv.org/abs/2408.01287v1,"Deep Learning based Visually Rich Document Content Understanding: A
  Survey","Visually Rich Documents (VRDs) are essential in academia, finance, medical
fields, and marketing due to their multimodal information content. Traditional
methods for extracting information from VRDs depend on expert knowledge and
manual labor, making them costly and inefficient. The advent of deep learning
has revolutionized this process, introducing models that leverage multimodal
information vision, text, and layout along with pretraining tasks to develop
comprehensive document representations. These models have achieved
state-of-the-art performance across various downstream tasks, significantly
enhancing the efficiency and accuracy of information extraction from VRDs. In
response to the growing demands and rapid developments in Visually Rich
Document Understanding (VRDU), this paper provides a comprehensive review of
deep learning-based VRDU frameworks. We systematically survey and analyze
existing methods and benchmark datasets, categorizing them based on adopted
strategies and downstream tasks. Furthermore, we compare different techniques
used in VRDU models, focusing on feature representation and fusion, model
architecture, and pretraining methods, while highlighting their strengths,
limitations, and appropriate scenarios. Finally, we identify emerging trends
and challenges in VRDU, offering insights into future research directions and
practical applications. This survey aims to provide a thorough understanding of
VRDU advancements, benefiting both academic and industrial sectors.","[{'name': 'Yihao Ding'}, {'name': 'Jean Lee'}, {'name': 'Soyeon Caren Han'}]",2024-08-02T14:19:34Z
http://arxiv.org/abs/2408.01285v1,http://arxiv.org/abs/2408.01285v1,"The Mismeasure of Man and Models: Evaluating Allocational Harms in Large
  Language Models","Large language models (LLMs) are now being considered and even deployed for
applications that support high-stakes decision-making, such as recruitment and
clinical decisions. While several methods have been proposed for measuring
bias, there remains a gap between predictions, which are what the proposed
methods consider, and how they are used to make decisions. In this work, we
introduce Rank-Allocational-Based Bias Index (RABBI), a model-agnostic bias
measure that assesses potential allocational harms arising from biases in LLM
predictions. We compare RABBI and current bias metrics on two allocation
decision tasks. We evaluate their predictive validity across ten LLMs and
utility for model selection. Our results reveal that commonly-used bias metrics
based on average performance gap and distribution distance fail to reliably
capture group disparities in allocation outcomes, whereas RABBI exhibits a
strong correlation with allocation disparities. Our work highlights the need to
account for how models are used in contexts with limited resource constraints.","[{'name': 'Hannah Chen'}, {'name': 'Yangfeng Ji'}, {'name': 'David Evans'}]",2024-08-02T14:13:06Z
http://arxiv.org/abs/2408.01262v1,http://arxiv.org/abs/2408.01262v1,RAGEval: Scenario Specific RAG Evaluation Dataset Generation Framework,"Retrieval-Augmented Generation (RAG) systems have demonstrated their
advantages in alleviating the hallucination of Large Language Models (LLMs).
Existing RAG benchmarks mainly focus on evaluating whether LLMs can correctly
answer the general knowledge. However, they are unable to evaluate the
effectiveness of the RAG system in dealing with the data from different
vertical domains. This paper introduces RAGEval, a framework for automatically
generating evaluation datasets to evaluate the knowledge usage ability of
different LLMs in different scenarios. Specifically, RAGEval summarizes a
schema from seed documents, applies the configurations to generate diverse
documents, and constructs question-answering pairs according to both articles
and configurations. We propose three novel metrics, Completeness,
Hallucination, and Irrelevance, to carefully evaluate the responses generated
by LLMs. By benchmarking RAG models in vertical domains, RAGEval has the
ability to better evaluate the knowledge usage ability of LLMs, which avoids
the confusion regarding the source of knowledge in answering question in
existing QA datasets--whether it comes from parameterized memory or retrieval.","[{'name': 'Kunlun Zhu'}, {'name': 'Yifan Luo'}, {'name': 'Dingling Xu'}, {'name': 'Ruobing Wang'}, {'name': 'Shi Yu'}, {'name': 'Shuo Wang'}, {'name': 'Yukun Yan'}, {'name': 'Zhenghao Liu'}, {'name': 'Xu Han'}, {'name': 'Zhiyuan Liu'}, {'name': 'Maosong Sun'}]",2024-08-02T13:35:11Z
http://arxiv.org/abs/2408.01214v1,http://arxiv.org/abs/2408.01214v1,High-Throughput Phenotyping of Clinical Text Using Large Language Models,"High-throughput phenotyping automates the mapping of patient signs to
standardized ontology concepts and is essential for precision medicine. This
study evaluates the automation of phenotyping of clinical summaries from the
Online Mendelian Inheritance in Man (OMIM) database using large language
models. Due to their rich phenotype data, these summaries can be surrogates for
physician notes. We conduct a performance comparison of GPT-4 and
GPT-3.5-Turbo. Our results indicate that GPT-4 surpasses GPT-3.5-Turbo in
identifying, categorizing, and normalizing signs, achieving concordance with
manual annotators comparable to inter-rater agreement. Despite some limitations
in sign normalization, the extensive pre-training of GPT-4 results in high
performance and generalizability across several phenotyping tasks while
obviating the need for manually annotated training data. Large language models
are expected to be the dominant method for automating high-throughput
phenotyping of clinical text.","[{'name': 'Daniel B. Hier'}, {'name': 'S. Ilyas Munzir'}, {'name': 'Anne Stahlfeld'}, {'name': 'Tayo Obafemi-Ajayi'}, {'name': 'Michael D. Carrithers'}]",2024-08-02T12:00:00Z
http://arxiv.org/abs/2408.01168v1,http://arxiv.org/abs/2408.01168v1,"Misinforming LLMs: vulnerabilities, challenges and opportunities","Large Language Models (LLMs) have made significant advances in natural
language processing, but their underlying mechanisms are often misunderstood.
Despite exhibiting coherent answers and apparent reasoning behaviors, LLMs rely
on statistical patterns in word embeddings rather than true cognitive
processes. This leads to vulnerabilities such as ""hallucination"" and
misinformation. The paper argues that current LLM architectures are inherently
untrustworthy due to their reliance on correlations of sequential patterns of
word embedding vectors. However, ongoing research into combining generative
transformer-based models with fact bases and logic programming languages may
lead to the development of trustworthy LLMs capable of generating statements
based on given truth and explaining their self-reasoning process.","[{'name': 'Bo Zhou'}, {'name': 'Daniel Geißler'}, {'name': 'Paul Lukowicz'}]",2024-08-02T10:35:49Z
http://arxiv.org/abs/2408.01154v1,http://arxiv.org/abs/2408.01154v1,DERA: Dense Entity Retrieval for Entity Alignment in Knowledge Graphs,"Entity Alignment (EA) aims to match equivalent entities in different
Knowledge Graphs (KGs), which is essential for knowledge fusion and
integration. Recently, embedding-based EA has attracted significant attention
and many approaches have been proposed. Early approaches primarily focus on
learning entity embeddings from the structural features of KGs, defined by
relation triples. Later methods incorporated entities' names and attributes as
auxiliary information to enhance embeddings for EA. However, these approaches
often used different techniques to encode structural and attribute information,
limiting their interaction and mutual enhancement. In this work, we propose a
dense entity retrieval framework for EA, leveraging language models to
uniformly encode various features of entities and facilitate nearest entity
search across KGs. Alignment candidates are first generated through entity
retrieval, which are subsequently reranked to determine the final alignments.
We conduct comprehensive experiments on both cross-lingual and monolingual EA
datasets, demonstrating that our approach achieves state-of-the-art performance
compared to existing EA methods.","[{'name': 'Zhichun Wang'}, {'name': 'Xuan Chen'}]",2024-08-02T10:12:42Z
http://arxiv.org/abs/2408.01122v1,http://arxiv.org/abs/2408.01122v1,CFBench: A Comprehensive Constraints-Following Benchmark for LLMs,"The adeptness of Large Language Models (LLMs) in comprehending and following
natural language instructions is critical for their deployment in sophisticated
real-world applications. Existing evaluations mainly focus on fragmented
constraints or narrow scenarios, but they overlook the comprehensiveness and
authenticity of constraints from the user's perspective. To bridge this gap, we
propose CFBench, a large-scale Comprehensive Constraints Following Benchmark
for LLMs, featuring 1,000 curated samples that cover more than 200 real-life
scenarios and over 50 NLP tasks. CFBench meticulously compiles constraints from
real-world instructions and constructs an innovative systematic framework for
constraint types, which includes 10 primary categories and over 25
subcategories, and ensures each constraint is seamlessly integrated within the
instructions. To make certain that the evaluation of LLM outputs aligns with
user perceptions, we propose an advanced methodology that integrates
multi-dimensional assessment criteria with requirement prioritization, covering
various perspectives of constraints, instructions, and requirement fulfillment.
Evaluating current leading LLMs on CFBench reveals substantial room for
improvement in constraints following, and we further investigate influencing
factors and enhancement strategies. The data and code are publicly available at
https://github.com/PKU-Baichuan-MLSystemLab/CFBench","[{'name': 'Tao Zhang'}, {'name': 'Yanjun Shen'}, {'name': 'Wenjing Luo'}, {'name': 'Yan Zhang'}, {'name': 'Hao Liang'}, {'name': 'Tao Zhang'}, {'name': 'Fan Yang'}, {'name': 'Mingan Lin'}, {'name': 'Yujing Qiao'}, {'name': 'Weipeng Chen'}, {'name': 'Bin Cui'}, {'name': 'Wentao Zhang'}, {'name': 'Zenan Zhou'}]",2024-08-02T09:03:48Z
http://arxiv.org/abs/2408.01119v1,http://arxiv.org/abs/2408.01119v1,"Task Prompt Vectors: Effective Initialization through Multi-Task
  Soft-Prompt Transfer","Prompt tuning is a modular and efficient solution for training large language
models (LLMs). One of its main advantages is task modularity, making it
suitable for multi-task problems. However, current soft-prompt-based methods
often sacrifice multi-task modularity, requiring the training process to be
fully or partially repeated for each newly added task. While recent work on
task vectors applied arithmetic operations on full model weights to achieve the
desired multi-task performance, a similar approach for soft-prompts is still
missing. To this end, we introduce Task Prompt Vectors, created by element-wise
difference between weights of tuned soft-prompts and their random
initialization. Experimental results on 12 NLU datasets show that task prompt
vectors can be used in low-resource settings to effectively initialize prompt
tuning on similar tasks. In addition, we show that task prompt vectors are
independent of the random initialization of prompt tuning. This allows prompt
arithmetics with the pre-trained vectors from different tasks. In this way, by
arithmetic addition of task prompt vectors from multiple tasks, we are able to
outperform a state-of-the-art baseline in some cases.","[{'name': 'Robert Belanec'}, {'name': 'Simon Ostermann'}, {'name': 'Ivan Srba'}, {'name': 'Maria Bielikova'}]",2024-08-02T09:00:03Z
http://arxiv.org/abs/2408.01118v1,http://arxiv.org/abs/2408.01118v1,"IAI Group at CheckThat! 2024: Transformer Models and Data Augmentation
  for Checkworthy Claim Detection","This paper describes IAI group's participation for automated check-worthiness
estimation for claims, within the framework of the 2024 CheckThat! Lab ""Task 1:
Check-Worthiness Estimation"". The task involves the automated detection of
check-worthy claims in English, Dutch, and Arabic political debates and Twitter
data. We utilized various pre-trained generative decoder and encoder
transformer models, employing methods such as few-shot chain-of-thought
reasoning, fine-tuning, data augmentation, and transfer learning from one
language to another. Despite variable success in terms of performance, our
models achieved notable placements on the organizer's leaderboard: ninth-best
in English, third-best in Dutch, and the top placement in Arabic, utilizing
multilingual datasets for enhancing the generalizability of check-worthiness
detection. Despite a significant drop in performance on the unlabeled test
dataset compared to the development test dataset, our findings contribute to
the ongoing efforts in claim detection research, highlighting the challenges
and potential of language-specific adaptations in claim verification systems.","[{'name': 'Peter Røysland Aarnes'}, {'name': 'Vinay Setty'}, {'name': 'Petra Galuščáková'}]",2024-08-02T08:59:09Z
http://arxiv.org/abs/2408.01107v1,http://arxiv.org/abs/2408.01107v1,BioRAG: A RAG-LLM Framework for Biological Question Reasoning,"The question-answering system for Life science research, which is
characterized by the rapid pace of discovery, evolving insights, and complex
interactions among knowledge entities, presents unique challenges in
maintaining a comprehensive knowledge warehouse and accurate information
retrieval. To address these issues, we introduce BioRAG, a novel
Retrieval-Augmented Generation (RAG) with the Large Language Models (LLMs)
framework. Our approach starts with parsing, indexing, and segmenting an
extensive collection of 22 million scientific papers as the basic knowledge,
followed by training a specialized embedding model tailored to this domain.
Additionally, we enhance the vector retrieval process by incorporating a
domain-specific knowledge hierarchy, which aids in modeling the intricate
interrelationships among each query and context. For queries requiring the most
current information, BioRAG deconstructs the question and employs an iterative
retrieval process incorporated with the search engine for step-by-step
reasoning. Rigorous experiments have demonstrated that our model outperforms
fine-tuned LLM, LLM with search engines, and other scientific RAG frameworks
across multiple life science question-answering tasks.","[{'name': 'Chengrui Wang'}, {'name': 'Qingqing Long'}, {'name': 'Xiao Meng'}, {'name': 'Xunxin Cai'}, {'name': 'Chengjun Wu'}, {'name': 'Zhen Meng'}, {'name': 'Xuezhi Wang'}, {'name': 'Yuanchun Zhou'}]",2024-08-02T08:37:03Z
http://arxiv.org/abs/2408.01090v1,http://arxiv.org/abs/2408.01090v1,General-purpose Dataflow Model with Neuromorphic Primitives,"Neuromorphic computing exhibits great potential to provide high-performance
benefits in various applications beyond neural networks. However, a
general-purpose program execution model that aligns with the features of
neuromorphic computing is required to bridge the gap between program
versatility and neuromorphic hardware efficiency. The dataflow model offers a
potential solution, but it faces high graph complexity and incompatibility with
neuromorphic hardware when dealing with control flow programs, which decreases
the programmability and performance. Here, we present a dataflow model tailored
for neuromorphic hardware, called neuromorphic dataflow, which provides a
compact, concise, and neuromorphic-compatible program representation for
control logic. The neuromorphic dataflow introduces ""when"" and ""where""
primitives, which restructure the view of control. The neuromorphic dataflow
embeds these primitives in the dataflow schema with the plasticity inherited
from the spiking algorithms. Our method enables the deployment of
general-purpose programs on neuromorphic hardware with both programmability and
plasticity, while fully utilizing the hardware's potential.","[{'name': 'Weihao Zhang'}, {'name': 'Yu Du'}, {'name': 'Hongyi Li'}, {'name': 'Songchen Ma'}, {'name': 'Rong Zhao'}]",2024-08-02T08:09:13Z
http://arxiv.org/abs/2408.01088v1,http://arxiv.org/abs/2408.01088v1,"Bridging Information Gaps in Dialogues With Grounded Exchanges Using
  Knowledge Graphs","Knowledge models are fundamental to dialogue systems for enabling
conversational interactions, which require handling domain-specific knowledge.
Ensuring effective communication in information-providing conversations entails
aligning user understanding with the knowledge available to the system.
However, dialogue systems often face challenges arising from semantic
inconsistencies in how information is expressed in natural language compared to
how it is represented within the system's internal knowledge. To address this
problem, we study the potential of large language models for conversational
grounding, a mechanism to bridge information gaps by establishing shared
knowledge between dialogue participants. Our approach involves annotating human
conversations across five knowledge domains to create a new dialogue corpus
called BridgeKG. Through a series of experiments on this dataset, we
empirically evaluate the capabilities of large language models in classifying
grounding acts and identifying grounded information items within a knowledge
graph structure. Our findings offer insights into how these models use
in-context learning for conversational grounding tasks and common prediction
errors, which we illustrate with examples from challenging dialogues. We
discuss how the models handle knowledge graphs as a semantic layer between
unstructured dialogue utterances and structured information items.","[{'name': 'Phillip Schneider'}, {'name': 'Nektarios Machner'}, {'name': 'Kristiina Jokinen'}, {'name': 'Florian Matthes'}]",2024-08-02T08:07:15Z
